X.1,X,Y,habitat_pt,elevation,pc_broad,pc_conif,pc_ag,pc_wet,pc_heath,pc_urban,patches,pc_igrass,pc_sgrass,d_rabbit,r_dens,d_water,d_building,fclass,all_mt_,presence,moran
1086,-3.264436903,51.84689148,27,347.89,7.332128877,5.34477567,0,0,0.376392653,0,5,9.936766034,77.00993677,2347.44583770000,2.56E-06,0.001687202,0.009448895,unclassified,5985,0,6.60E-05
1087,-3.612941313,52.52310885,24,418.16,4.163736109,0,7.103671402,0,1.266000844,12.19580813,4,75.27078351,0,6089.69439536000,3.84E-06,0.001048301,0.020760635,service,2118,0,-0.001130545
1088,-4.184748891,53.05380931,18,379.78,0,76.82590388,0,17.2498911,0,0,4,0,5.822564251,11585.57199400000,5.04E-06,0.000478651,0.003884965,service,1292,0,9.16E-05
1089,-3.809827469,52.97391452,35,457.44,7.145938174,0,2.746225737,0,0,29.79151689,6,29.66211359,0,5245.58346514000,4.07E-06,0.001084371,0.008998134,secondary,360,0,0.000616277
1090,-3.814686534,52.72464234,18,273.59,2.154113055,0,3.151655342,12.11507879,3.455255168,0,5,79.12389764,0,1782.66336007000,1.28E-06,0.002126402,0.005112573,service,4457,0,-6.19E-05
1091,-3.552849814,52.93709558,18,292.14,0,0,0,0,48.00354925,0,3,0,50.69506063,8088.04619384000,2.52E-06,0.00511758,0.01232003,service,5560,0,-0.000423183
1092,-3.65983258,53.13901879,27,359.98,0,3.704779892,0,0,1.641725992,0,4,2.644195845,92.00929827,7040.90531459000,2.96E-07,0.001570662,0.018155568,service,1376,0,0.000105638
1093,-3.698968268,53.16500888,18,240.79,2.614379085,2.228163993,0,0,10.78431373,0,6,25.19310755,57.33808675,13524.36176760000,6.94E-06,0.000904443,0.004926901,unclassified,1376,0,-0.000297322
1094,-4.075368797,53.09455485,18,561.64,24.62957363,0,0.105836105,0,0,2.267916541,4,68.18869066,4.807983066,3091.16842786000,3.59E-06,0.001575084,0.002577949,service,1452,0,-0.000128786
1095,-4.06631982,53.10601862,18,539.75,2.56,0,0.683636364,0,0,19.98545455,4,75.70909091,1.061818182,2912.02854379000,1.28E-07,0.004184068,0.007213574,service,1452,0,0.000479072
1096,-3.328956435,51.72720034,18,337.36,34.57366677,6.357336547,0,0,0,0,4,45.29978909,13.76920759,275.18288442100,2.72E-06,0.002709235,0.019785237,unclassified,3897,0,6.34E-05
1097,-3.63192912,51.90250854,18,333.71,12.80256635,0.364537766,3.776611257,0,0,11.0965296,4,71.95975503,0,4134.41090182000,6.01E-06,0.003215065,0.053083682,service,2349,0,3.54E-05
1098,-3.820480414,53.28641691,1,24.67,0,0,0,100,0,0,1,0,0,8526.12756301000,2.57E-06,0.000967465,0.000799912,service,14408,0,-0.000434882
1099,-4.399222457,52.05355903,18,118.27,1.705848624,0,0,0,0,0,2,98.29415138,0,7426.73091306000,2.68E-06,0.00173163,0.003250801,secondary,1755,0,0.000395193
1100,-3.269029969,53.29974852,18,152.87,0,0,0,0,0,0,1,0,0,4216.10165770000,3.41E-06,0.001284812,0.002545734,service,4660,0,-8.26E-05
1101,-3.767494679,53.10170327,18,230.74,8.506749156,0,59.09730034,0,0,0.731158605,4,29.28852643,0,4506.54829248000,4.57E-07,0.002333407,0.010635278,service,279,0,9.94E-05
1102,-3.374725514,52.79812886,18,297.44,0,0,0.31726847,0,19.4591328,0,6,14.02024475,0,9023.61102509000,4.34E-06,0.000588609,0.006336559,service,95,0,0.000144008
1103,-3.44496171,52.99701088,25,226.42,0,0,14.32889964,0.69528416,0,0,5,46.59915357,15.50785973,2052.93485195000,9.14E-07,0.006947311,0.009444718,unclassified,7772,0,0.000363498
1104,-3.637071072,52.18522509,24,414.43,4.325361677,2.170062002,0,0,1.461470328,0.944788899,5,49.76380278,41.33451432,1567.96338841000,5.47E-08,0.00461574,0.024079915,unclassified,2809,0,1.74E-05
1105,-3.4595922,52.15628226,12,174,11.95590729,0,0,0,0,0.480497456,2,87.56359525,0,2646.82714542000,1.67E-07,0.004263902,0.007914724,service,2492,0,2.67E-05
1106,-4.138520701,51.72082085,18,133.02,0,0,2.822886629,3.156776446,0.804370921,0,6,82.65290636,0.258005767,4895.77615149000,3.89E-06,0.002091995,0.011959212,unclassified,42,0,5.50E-05
1107,-3.887087827,52.87040482,27,302.47,40.56442417,0,1.183010262,0,0,0,4,58.13854048,0.114025086,1302.50346219000,1.10E-06,0.00391106,0.007072382,tertiary,29,0,1.82E-05
1108,-3.394429322,52.46236718,18,394.72,21.51019818,17.74916823,0.824533488,0,0,0.622016491,5,41.77636337,17.51772024,2889.93947799000,1.66E-06,0.003045646,0.025567386,service,67,0,-0.000181178
1109,-4.199936065,53.32887338,44,-2.3,0,50.9244661,0,0,0,0,2,0,49.0755339,10486.38395470000,1.52E-06,0.022101044,0.019200564,service,7000,0,0.001009179
1110,-3.167028427,51.89297102,27,338.86,9.081920904,0,0,0,0,1.214689266,2,89.70338983,0,4254.90078982000,3.55E-06,0.005201491,0.018739787,tertiary,2446,0,-0.000256616
1111,-3.702873253,51.96674251,18,297.01,22.3592334,0,0,0.089139801,0,1.857079186,4,74.80314961,0,2415.52083407000,1.45E-06,0.001778911,0.020772758,unclassified,3144,0,-0.000330887
1112,-3.839374073,52.72635304,18,246.12,3.569922699,0,5.130007027,0,0.74490513,5.973295854,8,15.88193956,0,7210.57342272000,2.14E-07,0.000566027,0.002259182,service,3389,0,4.22E-05
1113,-4.175555348,51.7540526,18,145.35,46.9227534,22.61320622,0.504696481,0,0,16.65498388,5,11.65007711,1.65428291,1892.41155345000,3.31E-07,0.000756287,0.013028217,service,3417,0,0.000222601
1114,-3.883064832,52.14628892,29,380.52,20.09231213,6.086831098,3.822299149,0,0,0.807731141,6,61.12793884,6.95225732,3416.47842515000,1.78E-05,0.001624311,0.010996178,service,50,0,-0.000590041
1115,-4.756117101,52.78817998,27,27.58,17.09898629,0,1.02862254,0,0.566487776,0,5,79.39773405,1.90816935,423.87095549200,2.72E-06,0.015852454,0.00647156,service,1307,0,-0.000166907
1116,-4.669275411,51.69044444,44,-11.82,0,0,0,0,0,0,1,0,100,9425.23043595000,3.70E-06,0.018529904,0.019187123,service,2728,0,0.000620804
1117,-4.23214839,53.18599009,18,30.67,7.750669444,0,0.818208866,0,0,4.343945254,4,86.70038679,0,5457.17725766000,1.19E-07,0.005745653,0.00440804,unclassified,16369,0,0.000564708
1118,-4.106360822,52.60998907,18,29.04,5.233725265,0.917694293,0,0,0,0.444508173,4,91.54000574,1.864066533,4020.63935513000,6.34E-07,0.013319602,0.011447988,unclassified,3612,0,3.02E-05
1119,-5.057023916,51.67454704,12,9.31,3.348851179,0,0,0,0,0,3,49.49692146,47.15422736,6222.21968405000,6.02E-06,0.003777314,0.007598729,service,16776,0,8.27E-05
1120,-5.050028406,51.69271319,3,9.05,12.163693,3.894080997,27.08864344,0,0,0,4,56.85358255,0,5775.67662786000,7.14E-06,0.013496673,0.000558577,service,16776,0,0.0013745
1121,-3.340841704,52.51358824,18,165.48,0,57.72686433,0,0,0.584007188,0,3,0,41.68912848,8660.11840374000,1.13E-06,0.003291107,0.008437279,unclassified,20347,0,0.000204187
1122,-4.484889636,53.38371979,18,52.78,24.07017544,0,0,0,0,2.933333333,3,15.39649123,57.6,358.62919478800,7.67E-06,0.010272206,0.015031943,unclassified,3459,0,8.13E-05
1123,-5.002126002,51.65863015,18,38.2,0,0,69.57037037,0,0,0.296296296,4,29.83703704,0,3423.16776101000,3.38E-06,0.005132637,0.018128536,secondary,68,0,0.0010569
1124,-2.827051551,51.89181232,12,175.08,2.559576346,12.47425713,0,0,0,0,4,46.45483966,38.51132686,2059.14486594000,3.95E-06,0.003661464,0.020232123,secondary,5042,0,-0.00018151
1125,-4.426008768,53.19974778,18,32.2,8.786610879,0,58.69695158,0,0,1.52420801,3,30.99222953,0,2570.79872262000,1.02E-05,0.003782853,0.006189829,service,1571,0,3.92E-05
1126,-3.777334157,52.14988271,35,383.17,0.44098192,47.77304131,0,0,2.954578862,0,5,8.540349846,40.29104807,5427.33097878000,3.50E-06,0.00211531,0.052627808,service,2809,0,-0.000422322
1127,-3.976731919,52.4914512,18,130.23,19.44561109,0,20.59358813,0,0,0.74198516,3,59.21881562,0,5221.92106568000,3.10E-06,0.002007774,0.005373597,unclassified,4578,0,0.001014241
1128,-3.014095661,52.97031835,18,105.21,5.207889882,0,19.24223074,0,3.760465446,0.794664396,4,70.99474954,0,2592.75392472000,3.42E-06,0.014777255,0.00592249,service,25343,0,0.000311895
1129,-4.529540974,53.23368715,44,2.56,5.475339528,0.014295926,0.686204432,0,0,10.8649035,4,82.95925661,0,3435.18656923000,1.31E-05,0.005979974,0.008014525,service,57,0,0.000148475
1130,-2.945309672,51.66998497,18,89.88,6.02189781,34.8540146,0,0,0,0,3,59.12408759,0,3584.21661778000,2.63E-06,0.001740073,0.005339082,service,7068,0,0.001125896
1131,-3.828098882,52.45576478,18,412.44,24.74695614,25.26037847,0.689452838,0,0,5.530291917,5,28.50227373,15.27064691,4679.18440525000,1.06E-05,0.00037053,0.015868254,unclassified,387,0,-6.13E-05
1132,-4.053103187,53.04454177,18,309.89,33.11977716,7.381615599,0,3.899721448,0,21.14206128,4,34.45682451,0,943.52133522800,3.82E-06,0.000764725,0.004388749,service,1000,0,-2.93E-05
1133,-3.206867359,52.91551555,18,347.09,0,1.664476566,0,0,1.211855745,0,4,22.79164842,74.33201927,1587.76893586000,3.62E-06,0.001743253,0.008877754,unclassified,1987,0,-0.000632457
1134,-4.252757042,52.9279746,18,57.23,0,0,0,0,0,0.181132075,2,0,0,4801.47699414000,2.77E-06,0.006222883,0.004979218,service,5715,0,-0.000658133
1135,-3.079591005,53.05398094,18,254,2.208571011,0,4.036858271,0,0,0.409536346,4,93.06713471,0.277899664,1513.06717586000,1.38E-06,0.001018667,0.003710248,service,557,0,-0.000406096
1136,-3.73227856,51.50825432,3,4.87,0,0,0,0,0.116993273,0,3,8.759871307,91.12313542,2519.93634934000,2.87E-07,0.021337917,0.004449474,service,67295,0,-0.000504102
1137,-3.528916959,52.65067866,18,334.84,0,0,0,43.58897543,53.28040743,0,3,0,3.130617136,4667.40752767000,3.52E-06,0.000718588,0.04825686,service,2699,0,-0.000138451
1138,-3.689806177,53.01081481,27,454.26,0.886574726,0.309597523,0,0,0,0,4,6.290458767,92.51336898,5570.66339264000,1.89E-06,0.001873452,0.015170977,unclassified,4098,0,0.000368763
1139,-4.831148384,51.98327316,23,224.77,9.520471116,66.79753225,0,0,0,0,5,0.687044307,22.86876052,3380.90129128000,3.82E-06,0.000501208,9.40E-05,service,3783,0,-3.46E-05
1140,-3.79889157,52.29888502,18,406.13,0,0,0,0,0,0,4,0.211864407,0,3643.82865369000,2.72E-06,0.000174952,0.011565261,unclassified,50,0,-0.0013715
1141,-4.163710622,51.61023768,18,54.65,12.55688282,10.3668942,0,0,0,0.597269625,3,76.47895336,0,7202.31298597000,2.72E-06,0.006336801,0.005129387,secondary,4178,0,-5.44E-05
1142,-3.756614485,52.59290346,18,160.64,6.479704797,0,24.32472325,0,0,3.955719557,3,65.2398524,0,605.77102654900,1.17E-06,4.00E-05,0.014012117,unclassified,3239,0,-3.71E-07
1143,-3.677545474,52.56213723,29,333.64,0,0.733313379,0,0,0,0,3,39.509129,59.75755762,1481.66770697000,1.16E-06,5.02E-05,0.026837207,unclassified,3239,0,-0.000448371
1144,-2.866543954,51.72344853,12,43.49,2.742824827,0,1.880390216,0,0,4.976671851,3,90.40011311,0,1503.41857878000,1.98E-06,0.001846384,0.004313007,service,25195,0,0.003110649
1145,-3.264739492,52.70553247,23,146.84,14.43917411,0,11.90011161,0,18.45703125,9.193638393,4,46.01004464,0,792.41848956800,7.21E-06,0.006223536,0.027724083,service,3996,0,-4.72E-05
1146,-2.641500198,51.80928333,25,187.91,1.393827336,0,1.422272792,0,0,3.669463803,5,87.00042668,2.033850092,6361.08093357000,1.25E-06,0.012740187,0.022803968,unclassified,5080,0,0.000244044
1147,-4.297120674,53.18208086,18,21.58,0,0,0,3.293369926,0,0,3,0,95.23328037,14259.89989370000,4.30E-06,0.00049095,0.003209862,unclassified,18440,0,-6.77E-05
1148,-3.208914679,51.74866091,18,364.45,1.461614872,0,31.67305236,0,0,2.568468852,3,64.29686391,0,6029.48851314000,1.73E-06,0.003744777,0.011879673,unclassified,2092,0,-0.000304559
1149,-3.232508661,51.60851839,1,178.89,4.685190659,67.3514632,0,0,0,0,4,15.62222879,12.34111735,8071.76791698000,2.18E-06,0.003302592,0.001361742,service,1865,0,-0.000129494
1150,-4.363985907,52.21338757,1,38.41,0,0,0,0,64.17112299,0,3,3.223410576,32.60546643,7932.67545637000,1.56E-06,0.004187221,0.000561867,primary,1176,0,-0.000655842
1151,-3.713975087,52.59427716,18,178.65,5.347901093,0.747556067,1.308223117,0,0,1.1213341,5,85.00575043,6.469235193,6502.87513137000,3.30E-06,0.001876042,0.010555326,unclassified,3493,0,-0.000403033
1152,-3.700083777,52.42073437,24,448.78,23.52941176,13.02521008,0,0,0,16.44257703,4,28.58543417,18.41736695,3383.47783214000,2.41E-08,0.000453794,0.011662037,trunk,4534,0,0.000159981
1153,-4.571126332,52.10173234,12,134.08,10.87613293,0,3.51028629,0,0,3.625377644,3,81.98820314,0,712.33885976200,2.31E-06,0.001414363,0.002480178,service,8281,0,0.000313696
1154,-4.613749351,51.90977295,18,147.16,0.241145441,0,0,23.96382818,0,0,4,64.2351168,11.55990957,1692.64358029000,3.81E-06,0.004376019,0.01545014,unclassified,2883,0,3.58E-05
1155,-4.344906183,51.780436,23,53.39,4.293355856,0,3.364301802,0,0,0.351914414,3,91.99042793,0,2894.57652301000,2.05E-06,0.002537643,0.003028529,service,98,0,5.09E-05
1156,-3.036197381,51.7257091,3,225.97,23.25386867,0.223058692,2.397880942,0,0,2.774292486,4,71.35089921,0,2533.88872776000,3.95E-06,0.000501628,0.017103796,service,381,0,0.000764515
1157,-2.866086302,53.0135479,18,19.88,2.445652174,0,11.73007246,0,0,0.301932367,4,85.43176329,0,1840.48839184000,3.57E-07,0.005584476,0.003533228,service,3444,0,-7.17E-05
1158,-4.559915585,52.11559512,3,123.68,4.545454545,0,0.530542013,0,0,1.433897333,3,93.49010611,0,4198.24450414000,8.28E-07,0.00544985,0.000340645,unclassified,8281,0,-0.000346874
1159,-4.251789275,51.81231815,18,119.17,0,32.21077079,0,0,0,0,3,21.39642909,46.39280012,6565.23616745000,1.87E-06,0.007407297,0.014326614,service,5278,0,0.000527187
1160,-4.041737808,52.23590019,18,244.36,0.028425242,2.387720296,0,0,0,0,4,0.454803866,97.1290506,6912.80305189000,5.45E-06,0.000671788,0.010799278,service,2635,0,-0.000573246
1161,-2.889902883,52.96111876,18,55.28,3.315760266,0,15.30244173,5.174805771,0,15.60765816,4,60.59933407,0,2927.00124941000,5.63E-07,0.03767579,0.014980661,service,2224,0,6.94E-05
1162,-3.101822196,52.04681961,24,404.71,2.353444587,31.79289688,0,0,0,0,4,25.11767223,40.73598631,3965.13175699000,4.21E-06,3.48E-05,0.022956366,unclassified,3522,0,-0.001215196
1163,-3.39309162,52.24003829,18,205.05,1.669595782,6.195079086,0,0,2.76801406,0.424721734,5,46.5582894,42.38429994,892.14772049800,1.18E-06,0.000832228,0.008394911,service,2993,0,-0.000529003
1164,-3.49701871,51.76961371,35,291.91,0,0,0.81732148,0,0,0,4,3.326641812,0,1472.83778715000,6.37E-06,0.005999262,0.012785972,service,1398,0,7.46E-05
1165,-2.717777289,51.67453082,18,190.52,0,0,0,0,0,0.240529164,3,48.22609741,41.85207456,2253.40415816000,3.34E-06,0.007338949,0.003717895,service,2627,0,-0.000670213
1166,-2.853633691,53.06464867,18,21.25,38.21263482,0,5.518980249,0,0,3.389830508,3,52.87855442,0,4653.12685349000,4.79E-06,0.00896146,0.022205148,service,422,0,0.000319313
1167,-3.982298363,51.85445,18,139.26,21.46157077,0,0.11199776,0,1.679966401,0.53198936,6,61.52876942,4.731905362,4025.94622674000,3.33E-06,0.007018534,0.020604683,service,4045,0,-0.00021656
1168,-3.591591975,53.20914209,18,206.93,8.95986433,0,3.193894856,0,0,2.501413228,3,85.34482759,0,5537.33659965000,3.17E-06,0.000150068,0.014265321,primary,1073,0,0.000528538
1169,-2.909844863,51.57959533,3,12.86,8.524728759,35.2966042,0.042271382,0,31.92898408,0,6,12.87868113,11.32873045,2523.55258483000,1.67E-06,0.002290382,0,service,10532,0,-0.000296749
1170,-3.005872088,51.63593533,1,48.44,0,2.415172618,0,0,0,0,4,0.740850496,96.34019855,4343.51376443000,1.06E-06,0.002602289,0.001292923,residential,6064,0,3.00E-05
1171,-3.369024233,51.52138338,3,46.26,0.73828537,0,0,0,0,6.599367184,2,92.66234745,0,1939.60044241000,7.56E-07,0.005232539,0.001023028,service,34540,0,0.000894079
1172,-3.908927808,52.1067919,24,329.04,6.101597352,0,0,0,0,14.75032379,2,79.14807886,0,3265.97718818000,1.58E-06,0.00285233,0.025974549,service,1757,0,-0.00041382
1173,-3.409475859,53.03651836,18,296.04,12.53200569,0,4.93598862,0,0,0,6,40.91038407,0,6958.13857265000,3.18E-06,0.000894189,0.016812666,service,4778,0,5.19E-05
1174,-3.798899978,51.65003077,18,63.43,7.884066677,0,0,0,0,0,2,92.11593332,0,91.73184744970,1.39E-07,0.002183404,0.004300334,residential,12934,0,0.000106598
1175,-3.626235479,53.21944504,18,216.08,0,11.64188073,0,1.42706925,2.418506835,0,4,0,84.51254319,3489.88539464000,2.69E-06,0.001370505,0.015788661,service,2727,0,3.08E-05
1176,-3.323291854,51.66411577,25,180.34,1.869552994,0,16.27776216,0,0,0.25302221,3,81.59966264,0,2127.25280599000,2.48E-06,0.00392982,0.001262568,residential,27362,0,0.00014702
1177,-3.731503439,53.07916875,18,285.45,0,0,0.055803571,0,0,0,4,12.76506696,0,4637.90886104000,3.56E-06,0.001557205,0.015724963,service,279,0,-0.001792596
1178,-4.535443472,51.96811667,18,193.22,0,0,0,0,0,0,2,0,0,3226.91491606000,2.07E-06,0.002003282,0.01293641,tertiary,650,0,-6.04E-05
1179,-3.876774218,51.81946794,18,289.79,9.345263457,0,16.27609715,0,0,0,3,74.3786394,0,2391.65517134000,2.83E-06,0.002383437,0.008373594,service,5567,0,3.06E-07
1180,-2.861631994,51.84244358,18,88.92,12.05483324,0,7.772752968,0,0,0.423968344,3,79.74844545,0,7216.79123578000,6.55E-06,0.001374805,0.004901593,service,12192,0,0.00091402
1181,-4.056368351,51.97189092,25,220.86,2.392480775,8.103104529,7.063514668,0,0,0.555397323,4,81.88550271,0,2244.04065495000,3.74E-07,0.001089439,0.026064388,service,4851,0,-0.000796391
1182,-3.113695365,51.51778302,1,27.89,6.818830243,0,1.141226819,0,0,0,4,47.18972896,44.85021398,1708.20649931000,3.49E-06,0.008533379,6.85E-05,service,1703,0,-0.000110641
1183,-3.321205046,53.15179279,18,46.9,24.15295937,0.562350626,25.89624631,0,0,1.349641501,4,48.03880219,0,2917.77719489000,1.63E-06,0.004657728,0.00469431,service,10053,0,-0.001543663
1184,-2.799616732,51.55711736,44,0.11,27.83707865,36.53089888,0,0,0,22.57022472,4,1.671348315,11.39044944,2981.07003332000,2.79E-06,0.00746217,0.007100783,service,617,0,-3.17E-05
1185,-4.046460763,51.9494028,18,231.24,0,86.93139724,0,0,5.067417395,0,3,0,8.001185361,7389.71011684000,2.73E-06,0.002762443,0.020711524,service,4851,0,3.23E-05
1186,-3.789084665,51.90170645,18,330.39,0,32.18226107,0,0,0,0,2,0,67.81773893,15821.08574860000,3.09E-06,0.003729563,0.010112026,service,388,0,-5.54E-05
1187,-4.79845031,51.73966889,18,56.74,0,0,0,0,0,0,1,0,100,4150.43199412000,2.47E-06,0.003537737,0.019799766,primary,2271,0,0.000741749
1188,-3.405874308,53.12674553,18,240.94,0.5128916,0,2.883282506,0,0,1.857499307,4,0,0,2999.17592275000,1.06E-06,0.000312556,0.003415251,unclassified,10053,0,5.18E-06
1189,-4.990952357,52.00822129,3,44.5,0,0,16.33827125,0,0,13.59125557,2,70.07047318,0,2033.39745315000,4.63E-06,0.007794385,0.000384211,unclassified,6619,0,7.29E-05
1190,-5.063699827,51.81196894,18,77.24,5.764740222,0,0,0,0,0,3,80.53123176,13.70402802,4375.89922845000,1.31E-05,0.003041186,0.025014436,tertiary,1565,0,-0.001017848
1191,-3.379499471,51.8516497,35,538.97,0.645445211,0,1.232213584,0,0,7.026551269,6,23.10400469,0,7383.64144805000,3.58E-06,0.000276315,0.018260537,unclassified,603,0,-0.000304347
1192,-4.785086841,51.78891566,25,67.35,33.25791855,15.97850679,2.785633484,0,0,0,5,45.43269231,2.545248869,2516.36042417000,2.62E-06,0.001324383,0.009637551,unclassified,9208,0,1.21E-06
1193,-3.894282651,53.34140209,44,0.87,16.84640047,1.224132906,5.9457884,8.772952492,0,0.990964733,5,66.219761,0,2491.46877684000,9.37E-06,0.058986641,0.024857919,unclassified,6816,0,-0.000524585
1194,-3.388182585,51.57645172,18,192.55,14.356018,0,21.23172103,2.699662542,0,4.274465692,4,57.43813273,0,3021.33403003000,2.98E-06,0.001107101,0.020090437,unclassified,7971,0,0.000265193
1195,-2.9533154,52.24151876,12,152.39,18.38984233,0,8.162411051,0,0,28.91028324,4,44.00725548,0.530207897,2205.30296284000,7.30E-06,0.023803677,0.044574691,secondary,2335,0,0.000672166
1196,-4.812597631,51.72509979,18,38.3,10.44843726,22.21047864,9.04423977,0,0,0,5,49.05631889,9.240525442,1455.24262870000,1.99E-06,0.001880188,0.008610084,unclassified,2271,0,0.001560494
1197,-3.304898638,52.34931636,18,314.68,3.180661578,0,5.979643766,0,0,33.85637546,3,56.9833192,0,5679.47567571000,2.25E-07,0.005435087,0.005772868,secondary,3116,0,-0.003320275
1198,-4.543061614,52.10845533,18,123.68,5.010861694,3.330919623,0,0,0,0.333091962,4,77.68283852,13.6422882,3083.44018960000,3.98E-07,0.005653642,0.004645515,trunk,8281,0,0.000776195
1199,-5.123629199,51.67579506,44,0,1.231636741,0,0,0,0,0.489686897,4,68.42261463,29.29217985,6442.82703158000,1.67E-06,0.005323958,0.00727578,unclassified,68,0,0.000226265
1200,-3.481267551,51.45354248,18,67.04,3.644712297,0,8.982637394,0,0,0.573970441,4,84.70368776,2.094992108,3298.89466877000,8.23E-08,0.004944904,0.011531833,secondary,5298,0,-0.000193046
1201,-5.092212223,51.89326632,18,108.94,20.15241321,0,0.903189388,0,2.342647474,4.163138583,5,62.20716907,0,4535.69678372000,5.90E-06,0.002854689,0.0344256,tertiary,925,0,-4.87E-05
1202,-4.913158677,51.91029934,12,147.96,11.41597953,0,3.895365368,0,0,0.710833096,4,81.12027296,0,3755.25096604000,3.12E-06,0.001598061,0.022624409,tertiary,1799,0,-0.002906447
1203,-4.288509634,51.60223492,18,8.92,8.208636169,2.280176714,1.368106028,0,0,0,4,88.14308109,0,3494.33342862000,5.50E-06,0.001443458,0.008163522,unclassified,1028,0,-0.000615796
1204,-2.957552243,51.86815314,18,197.46,38.4723987,27.64365382,19.42679656,0,0,0,4,14.45715092,0,2619.09795785000,3.77E-06,0.005687623,0.013741536,unclassified,7066,0,-0.002092208
1205,-2.843944029,51.77881627,18,77.7,1.532456267,0.057828538,0.448171172,0,1.286684979,0,7,43.70391788,47.66517276,9700.35713549000,3.02E-06,0.000434557,0.005930145,tertiary,12192,0,0.002715574
1206,-3.886540172,53.21090986,18,347.6,0,23.20392682,0,76.79607318,0,0,2,0,0,10708.93879570000,7.14E-06,0.000581069,0.006537222,unclassified,6737,0,-0.00060899
1207,-4.059802069,53.29785189,18,17.12,17.8345738,76.18312035,0,0,0,5.392501053,3,0,0.589804803,2076.31502426000,3.65E-06,0.00408904,0.008148691,unclassified,6218,0,0.002126571
1208,-4.562240748,53.40240472,18,2.78,0,58.0530449,0,0,29.7081049,0,3,0,12.2388502,6030.42612728000,1.23E-06,0.00153981,0.015476764,unclassified,5048,0,0.000298012
1209,-4.328441988,53.17330036,18,26.62,0,100,0,0,0,0,1,0,0,2856.81078018000,1.56E-05,0.001064121,0.003821859,unclassified,18440,0,0.000775647
1210,-4.048725857,53.20845005,18,237.62,31.71762717,0,9.28561364,0,0,2.099478653,3,56.89728054,0,8162.69310614000,3.62E-06,0.000371713,0.014775628,service,27079,0,0.000892312
1211,-3.109953063,51.78868575,27,382.73,19.46624804,6.536320822,0,0,0,0.228343085,3,73.76908805,0,2767.06358698000,3.08E-06,0.012345747,0.005143797,secondary,6481,0,-0.001065382
1212,-3.513760318,51.52552731,1,55.89,0,0,4.393451798,14.04785225,0,3.442003638,4,31.85952148,0,1765.29750455000,1.98E-05,0.001731067,0.006273844,residential,69251,0,0.00112428
1213,-2.956383924,52.25981502,24,171.25,0.82598348,74.08651827,0,0,2.379952401,0,5,2.869942601,19.83760325,4204.93398165000,1.08E-06,0.006101873,0.035281543,secondary,2335,0,0.000745829
1214,-3.301074894,52.8567165,18,405.62,5.515261408,0.407978241,0,72.27258991,0,0,6,20.14203687,0,2512.72391832000,8.56E-06,0.000300029,0.030052964,unclassified,103,0,0.000382298
1215,-4.635612582,52.13034432,18,92.87,2.575539568,0,0,0,0,1.294964029,3,81.42446043,14.70503597,426.05307807800,2.98E-06,0.003997812,0.00071168,unclassified,8281,0,0.003630787
1216,-4.585489796,51.73969846,27,69.01,0.684202524,11.00805839,2.022198571,0,0.653793523,0,8,48.79124221,0,1839.78195086000,1.44E-07,0.016458114,0.011514983,service,868,0,-0.002726296
1217,-3.181126112,53.22868954,18,213.05,0,0,0,0,0,0,1,0,100,1954.58494681000,1.02E-07,0.001045238,0.002672047,service,50870,0,-0.000657544
1218,-3.865569877,52.39799961,18,281.65,5.18089725,0,3.241678726,4.94934877,0,30.81041968,5,52.35890014,0,2336.62283188000,4.47E-06,0.007883147,0.003528159,unclassified,3350,0,-0.000654455
1219,-4.748022683,52.06624366,18,92.1,12.33785377,17.01061321,0,0,0.604363208,0.383254717,5,62.83903302,6.824882075,936.06728621700,7.02E-06,0.00045731,0.014737715,tertiary,3897,0,-0.000648605
1220,-4.082728739,52.84679807,18,131.62,0,0,0,74.72412765,7.634953773,0,4,0,0.208768267,5485.36664807000,9.74E-08,0.001163987,0.000571579,unclassified,3022,0,0.000659597
1221,-4.251891089,51.83569284,18,81.47,0,0,18.09066516,0,0,0.833215648,2,81.07611919,0,4248.25471019000,1.08E-05,0.010101175,0.018059432,unclassified,5278,0,0.000881053
1222,-3.487840813,51.40815995,1,44.57,0.618465616,0,0,0,0,0.338683552,2,99.04285083,0,1435.92266207000,5.44E-07,0.00051764,4.72E-05,unclassified,896,0,0.000316305
1223,-3.540214718,52.15375283,18,208.9,15.04263945,0,11.14217811,0,1.188312596,1.356074374,4,71.27079547,0,4111.57332643000,4.06E-06,0.001947143,0.001526171,unclassified,1585,0,-0.001075456
1224,-4.061654669,51.76342741,18,115.7,0,0,5.049279757,0,0,0.985595148,4,0.591357089,0,744.77897959100,2.05E-06,0.001057663,0.007795797,unclassified,35902,0,0.001336415
1225,-3.220299885,52.82667758,18,234.01,3.502501787,35.768406,0,0,0,0,4,24.16011437,36.56897784,1839.88091274000,1.85E-06,0.00321426,0.018869823,tertiary,1930,0,-0.001253028
1226,-3.630187524,52.99252966,18,385.92,13.7366548,0,2.007117438,0,3.473309609,0.882562278,5,20.93950178,58.96085409,3259.06895299000,4.56E-06,0.008633505,0.012870539,unclassified,2732,0,0.000482666
1227,-3.950557169,52.26711317,18,221.99,0.547077455,3.757558307,0,0,0,0,4,31.29858912,64.39677512,4083.67547604000,3.69E-06,0.003624404,0.003235685,unclassified,1757,0,-0.001410125
